"","city_id","commentary_primary","commentary_secondary","terr_id","sovereign_number","time_point","observation","point_id","type_reign","type_change","city_status","hanse","foreign_rule","multiple_1","multiple_2","multiple_3","multiple_4","multiple_5","multiple_6","multiple_7","multiple_8","multiple_9","multiple_10","multiple_11","multiple_12","multiple_13","multiple_14","multiple_15","multiple_16","uncertainty_1","uncertainty_2","uncertainty_3","source"
"4303",8101,"1526 mit Böhmen an Habsburg","","H0101","",1550,7337,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4304",8101,"","seit 1592 Oppeln-Ratibor inkorporiert","O118","",1650,7342,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4305",8101,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7338,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4306",8101,"","1645-66 an Polen verpfändet","P121","",1650,7345,4,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4307",8101,"1742 an Preußen","","B3742","",1750,7346,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4308",8101,"1742 an Preußen","","B3742","",1850,7346,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4309",8102,"Lale Glogau-Steinau: 1329 böhmische Oberlehenshoheit","","L339","",1400,7350,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"Lale"
"4310",8102,"","Ftm. Freystadt-Grünberg 1361-1467","F159","",1400,7355,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4311",8102,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7351,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4312",8102,"","Ftm. Freystadt-Grünberg 1361-1467","F159","",1450,7355,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4313",8102,"1526 mit Böhmen an Habsburg","","H0101","",1550,7357,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4314",8102,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7358,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4315",8102,"1742 Preußen","","B3742","",1750,7359,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4316",8102,"1742 Preußen","","B3742","",1850,7359,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4317",8103,"1329 tritt Heinrich v. Jauer Görlitz an Böhmen ab","","L339","",1400,7365,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4318",8103,"1437 Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7366,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4319",8103,"1525 fällt Böhmen nach dem Aussterben der böhm. Jagiellonen an Habsburg; 1554 durch Ferdinandeische Hausordnung Niederösterreich, Böhmen u. Ungarn an Maximilian","","H0101","",1550,7369,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4320",8103,"Bis 1815 zu Sachsen (3b: 1742)","","A060","",1650,7371,4,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a, 3b"
"4321",8103,"Bis 1815 zu Sachsen (3b: 1742)","","A060","",1750,7371,5,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a, 3b"
"4322",8103,"dann Preußen","","B3742","",1850,7372,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4323",8104,"","Lale Liegnitz:1419 sterben Liegnitzer Hzg. Aus und an Brieg","L203","",1400,7379,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"Lale"
"4324",8104,"Böhm. Oberlehenshoheit 1329","","L339","",1400,7375,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4325",8104,"","1675 an die böhm. Krone","B439","",1450,7380,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4326",8104,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7376,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4327",8104,"","1675 an die böhm. Krone","B439","",1550,7380,3,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4328",8104,"1525 fällt Schlesien mit Böhmen nach dem Aussterben der böhm. Jagiellonen an Habsburg; 1554 durch Ferdinandeische Hausordnung Niederösterreich, Böhmen u. Ungarn an Maximilian","","H0101","",1550,7381,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4329",8104,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7382,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4330",8104,"","1675 an die böhm. Krone","B439","",1650,7380,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4331",8104,"1742 an Preußen","","B3742","",1750,7383,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4332",8104,"1742 an Preußen","","B3742","",1850,7383,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4333",8105,"1329 unter böhmische Oberlehenshoheit","","L339","",1400,7389,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4334",8105,"","1675 an die böhm. Krone","B439","",1400,7393,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4335",8105,"","1675 an die böhm. Krone","B439","",1450,7393,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4336",8105,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7390,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4337",8105,"1526 mit Böhmen an Habsburg","","H0101","",1550,7394,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4338",8105,"","1675 an die böhm. Krone","B439","",1550,7393,3,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4339",8105,"","1675 an die böhm. Krone","B439","",1650,7393,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4340",8105,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7395,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4341",8105,"1742 Preußen","","B3742","",1750,7396,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4342",8105,"1742 Preußen","","B3742","",1850,7396,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4343",8106,"","bis 1532 Besitz der Oppelner Hz., dann Heimfall an böhmische Krone (Habsburg)","O117","",1400,7404,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4344",8106,"1327 Böhmische Oberlehenshoheit","","L339","",1400,7400,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4345",8106,"","bis 1532 Besitz der Oppelner Hz., dann Heimfall an böhmische Krone (Habsburg)","O117","",1450,7404,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4346",8106,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7401,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4347",8106,"","Pfandherrschaft: Verpfändet an Mgf. Georg von Brandenburg-Jägerndorf 1532-1551","A162","",1550,7407,3,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4348",8106,"1525 fällt Schlesien mit Böhmen nach dem Aussterben der böhm. Jagiellonen an Habsburg; 1554 durch Ferdinandeische Hausordnung Niederösterreich, Böhmen u. Ungarn an Maximilian","","H0101","",1550,7405,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4349",8106,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7406,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4350",8106,"1742 an Preußen","","B3742","",1750,7411,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4351",8106,"1742 an Preußen","","B3742","",1850,7411,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4352",8107,"","weiter Oelser Piastenhz. 1492 an böhmische Krone","O077","",1400,7422,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4353",8107,"Böhm. Oberlehenshoheit 1329","","L339","",1400,7418,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4354",8107,"","weiter Oelser Piastenhz. 1492 an böhmische Krone","O077","",1450,7422,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4355",8107,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7419,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4356",8107,"1526 mit Böhmen an Habsburg","","H0101","",1550,7424,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4357",8107,"","1495 für 5000 Groschen an Hz. Von Münsterberg verlehnt","M331","",1550,7423,3,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4358",8107,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7425,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4359",8107,"","1649 nac Aussterben des Hauses Podiebrad als Mediatftm. An von Württemberg-Weiltingen","W484","",1650,7426,4,6,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4360",8107,"","1649 nac Aussterben des Hauses Podiebrad als Mediatftm. An von Württemberg-Weiltingen","W484","",1750,7426,5,6,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4361",8107,"Preußen seit 1742","","B3742","",1750,7427,5,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4362",8107,"Preußen seit 1742","","B3742","",1850,7427,6,0,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4363",8107,"","1764/1805 nach Aussterben der Württemberg-Weiltinger an Braunschweig-Oels. Nach Aussterben 1884 Hzt. Oels aufgelöst.","B407","",1850,7429,6,6,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4364",8108,"","1400-53 Lüben","0L0066","",1400,7439,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4365",8108,"Unter böhm. Oberlehensherrschaft seit 1329","","L339","",1400,7434,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4366",8108,"","1400-53 Lüben","0L0066","",1450,7439,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4367",8108,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7435,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4368",8108,"1526 mit Böhmen an Habsburg","","H0101","",1550,7441,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4369",8108,"","Brieg","B439","",1550,7440,3,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4370",8108,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7442,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4371",8108,"","Brieg","B439","",1650,7440,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4372",8108,"1742 an Preußen","","B3742","",1750,7445,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4373",8108,"1742 an Preußen","","B3742","",1850,7445,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4374",8109,"Bis 1327 selbstständig, seitdem böhmische Oberlehenshoheit","","L339","",1400,7453,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4375",8109,"","Hzt. Oppeln. Nach dem Tod des letzten Piastenhzgs. 1532 an Krone Böhmen (Habsburg)","O117","",1400,7457,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4376",8109,"","Hzt. Oppeln. Nach dem Tod des letzten Piastenhzgs. 1532 an Krone Böhmen (Habsburg)","O117","",1450,7457,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4377",8109,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7454,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4378",8109,"1526 mit Böhmen an Habsburg","","H0101","",1550,7458,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4379",8109,"","Habsburger verpfändeten Oppeln fast durchgehend: 1532 an Ansbacher Hohenzollern","A162","",1550,7460,3,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4380",8109,"","1645-66 an Polen. Seitdem Krone Böhmen","P121","",1650,7464,4,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4381",8109,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7459,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4382",8109,"seit 1742 an Preußen","","B3742","",1750,7465,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4383",8109,"seit 1742 an Preußen","","B3742","",1850,7465,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4384",8110,"1344 mit Ftm. Neisse-Grottkau unter böhm. Oberlehenshoheit","","L339","",1400,7471,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4385",8110,"","Burg und Land bis 1810 im bfl. Besitz","N054","",1400,7475,1,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4386",8110,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7472,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4387",8110,"","Burg und Land bis 1810 im bfl. Besitz","N054","",1450,7475,2,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4388",8110,"","Burg und Land bis 1810 im bfl. Besitz","N054","",1550,7475,3,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4389",8110,"1526 mit Böhmen an Habsburg","","H0101","",1550,7476,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4390",8110,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7477,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4391",8110,"","Burg und Land bis 1810 im bfl. Besitz","N054","",1650,7475,4,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4392",8110,"","Burg und Land bis 1810 im bfl. Besitz","N054","",1750,7475,5,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4393",8110,"1742 zu Preußen","","B3742","",1750,7478,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4394",8110,"1742 zu Preußen","","B3742","",1850,7478,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4395",8111,"","Pfandherrschaft: 1400-1554 Fam. V. Zedlitz","0Z0019","",1400,7487,1,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4396",8111,"1329 böhmische Oberlehenshoheit","","L339","",1400,7482,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4397",8111,"","weiter Hzt. Liegnitz","L203","",1400,7486,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4398",8111,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7483,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4399",8111,"","Pfandherrschaft: 1400-1554 Fam. V. Zedlitz","0Z0019","",1450,7487,2,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4400",8111,"","Lale: 1419 sterben Liegnitzer Hz. Aus und Anfall an Brieg. 10a: 1675 Krone Böhmen","B439","",1450,7490,2,6,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"Lale, 10a"
"4401",8111,"","Pfandherrschaft: 1400-1554 Fam. V. Zedlitz","0Z0019","",1550,7487,3,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4402",8111,"1525 fällt Schlesien mit Böhmen nach dem Aussterben der böhm. Jagiellonen an Habsburg; 1554 durch Ferdinandeische Hausordnung Niederösterreich, Böhmen u. Ungarn an Maximilian","","H0101","",1550,7491,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4403",8111,"","Lale: 1419 sterben Liegnitzer Hz. Aus und Anfall an Brieg. 10a: 1675 Krone Böhmen","B439","",1550,7490,3,6,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"Lale, 10a"
"4404",8111,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7492,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4405",8111,"","Lale: 1419 sterben Liegnitzer Hz. Aus und Anfall an Brieg. 10a: 1675 Krone Böhmen","B439","",1650,7490,4,6,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"Lale, 10a"
"4406",8111,"1742 an Preußen","","B3742","",1750,7493,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4407",8111,"1742 an Preußen","","B3742","",1850,7493,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4408",8112,"1344 mit Ftm. Neisse-Grottkau unter böhm. Oberlehenshoheit","","L339","",1400,7497,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4409",8112,"","Ftm. Neisse-Grottkau bis 1810 zur Säkularisation","N054","",1400,7501,1,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4410",8112,"","Ftm. Neisse-Grottkau bis 1810 zur Säkularisation","N054","",1450,7501,2,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4411",8112,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7498,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4412",8112,"1526 mit Böhmen an Habsburg","","H0101","",1550,7502,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4413",8112,"","Ftm. Neisse-Grottkau bis 1810 zur Säkularisation","N054","",1550,7501,3,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4414",8112,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7503,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4415",8112,"","Ftm. Neisse-Grottkau bis 1810 zur Säkularisation","N054","",1650,7501,4,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4416",8112,"","Ftm. Neisse-Grottkau bis 1810 zur Säkularisation","N054","",1750,7501,5,6,5,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4417",8112,"1742 zu Preußen","","B3742","",1750,7504,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4418",8112,"1742 zu Preußen","","B3742","",1850,7504,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4419",8113,"","nach Aussterben der Hz. Von Beuthen-Cosel 1355 an Hzt. Teschen, bis 1414","T034","",1400,7516,1,6,3,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4420",8113,"1310 fällt Böhmen an Luxemburg","","L339","",1400,7511,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4421",8113,"","Hzt. Tost (1433-84)","T104","",1450,7518,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4422",8113,"1437 Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7512,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4423",8113,"","an andere verpfändet: Mgf. Von Brandenburg und Frhr. Von Rehdern (bis 1586)","","2",1550,7523,3,2,0,0,0,"","B3742","0R0034","","","","","","","","","","","","","","",0,0,0,"10a "
"4424",8113,"1525 fällt Böhmen nach dem Aussterben der böhm. Jagiellonen an Habsburg; 1554 durch Ferdinandeische Hausordnung Niederösterreich, Böhmen u. Ungarn an Maximilian","","H0101","",1550,7521,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4425",8113,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7522,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4426",8113,"1742 zu Preußen","","B3742","",1750,7525,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4427",8113,"1742 zu Preußen","","B3742","",1850,7525,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4428",8114,"seit 1327 unter böhm. Oberlehenshoheit","","L339","",1400,7528,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4429",8114,"","weiter Ratibor","R037","",1400,7532,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4430",8114,"","weiter Ratibor","R037","",1450,7532,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4431",8114,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7529,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4432",8114,"1526 mit Böhmen an Habsburg","","H0101","",1550,7534,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4433",8114,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7535,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4434",8114,"1742 an Preußen","","B3742","",1750,7536,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4435",8114,"1742 an Preußen","","B3742","",1850,7536,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4436",8115,"1329 unter böhmische Oberlehenshoheit","","L339","",1400,7543,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4437",8115,"","weiter Brieg, 1675 an die böhm. Krone","B439","",1400,7547,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4438",8115,"","weiter Brieg, 1675 an die böhm. Krone","B439","",1450,7547,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4439",8115,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7544,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4440",8115,"","1434-81 Oppeln","O117","",1450,7550,2,2,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4441",8115,"1526 mit Böhmen an Habsburg","","H0101","",1550,7552,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4442",8115,"","weiter Brieg, 1675 an die böhm. Krone","B439","",1550,7547,3,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4443",8115,"","weiter Brieg, 1675 an die böhm. Krone","B439","",1650,7547,4,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4444",8115,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7553,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4445",8115,"1742 an Preußen","","B3742","",1750,7554,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a "
"4446",8115,"1742 an Preußen","","B3742","",1850,7554,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a "
"4447",8116,"","seit 1361 bis 1490 Glogau-Sagan, dann an Krone Böhmens","G138","",1400,7563,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4448",8116,"Lale: 1329 böhmische Oberlehenshoheit","","L339","",1400,7558,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4449",8116,"","seit 1361 bis 1490 Glogau-Sagan, dann an Krone Böhmens","G138","",1450,7563,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4450",8116,"1437 Schlesien mit Böhmen an Habsburg nach Aussterben der Luxemburger","","H010","",1450,7559,2,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4451",8116,"1526 mit Böhmen an Habsburg","","H0101","",1550,7564,3,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4452",8116,"Nach Aussterben der Maximilianeischen Linie der Habsburger 1621 fällt Schlesien mit Böhmen an die Karlsche Linie der Habsburger","","H0103","",1650,7565,4,0,3,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"tree"
"4453",8116,"1742 an Preußen","","B3742","",1750,7566,5,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4454",8116,"1742 an Preußen","","B3742","",1850,7566,6,0,7,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4455",8117,"","Oels","O077","",1400,7575,1,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
"4456",8117,"1329 mit Oels unter böhm. Oberlehenshoheit","","L339","",1400,7571,1,0,0,0,0,"B316","","","","","","","","","","","","","","","","",0,0,0,"10a NEU"
"4457",8117,"","Oels","O077","",1450,7575,2,6,0,0,0,"","","","","","","","","","","","","","","","","",0,0,0,"10a"
